transaction_id,round_number,customer_id,promotion_shown,discount_rate,conversion,basket_size,base_price,price_charged,cost,contribution_profit,order_method,dine_in_takeout,time_of_day,day_of_week,is_finals_week,customer_type,loyalty_membership,weather,queue_length,repeat_visit_this_week,promotion_response_time
TXN_00056,56,CUST_02639,bundle,0.12,0,0,0.0,0.0,0.0,0.0,app,takeout,evening,Fri,0,loyalty_member,1,rainy,short,3,1.6
TXN_00057,57,CUST_01850,bundle,0.12,1,2,10.38,8.5,4.7,3.8,kiosk,dine_in,evening,Mon,1,loyalty_member,1,cloudy,short,5,3.5
TXN_00058,58,CUST_01212,no_discount,0.0,1,1,5.49,5.49,5.07,0.42,counter,dine_in,morning,Fri,0,loyalty_member,1,sunny,short,3,6.2
TXN_00059,59,CUST_02095,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,afternoon,Thu,0,loyalty_member,1,sunny,short,3,3.2
TXN_00060,60,CUST_01288,discount_5,0.05,1,1,5.55,5.28,2.83,2.45,counter,dine_in,morning,Wed,0,returning,0,cloudy,medium,4,8.6
TXN_00061,61,CUST_01164,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,afternoon,Fri,1,new,0,sunny,medium,1,4.4
TXN_00062,62,CUST_01473,bundle,0.12,1,3,16.26,9.56,5.73,3.83,app,mobile_pickup,evening,Mon,1,new,0,cloudy,medium,1,9.5
TXN_00063,63,CUST_00897,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,takeout,afternoon,Fri,0,new,0,sunny,long,1,4.4
TXN_00064,64,CUST_00298,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,takeout,afternoon,Thu,0,loyalty_member,1,sunny,medium,7,8.8
TXN_00065,65,CUST_01166,discount_15,0.15,1,1,4.86,4.13,2.38,1.75,counter,takeout,afternoon,Wed,0,loyalty_member,1,sunny,long,11,6.3
TXN_00066,66,CUST_00352,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,dine_in,afternoon,Thu,1,new,0,sunny,short,2,5.3
TXN_00067,67,CUST_01152,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,kiosk,mobile_pickup,afternoon,Tue,0,loyalty_member,1,sunny,medium,3,2.8
TXN_00068,68,CUST_01563,bundle,0.12,1,3,15.22,9.74,5.72,4.02,counter,takeout,afternoon,Fri,0,loyalty_member,1,rainy,short,2,5.1
TXN_00069,69,CUST_02615,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,afternoon,Tue,0,new,0,rainy,long,0,3.3
TXN_00070,70,CUST_00104,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Sun,0,loyalty_member,1,sunny,medium,8,2.5
TXN_00071,71,CUST_01735,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,afternoon,Fri,0,loyalty_member,1,sunny,short,6,1.8
TXN_00072,72,CUST_01287,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Sat,0,returning,0,sunny,short,3,4.7
TXN_00073,73,CUST_00054,discount_15,0.15,1,1,5.11,4.34,2.45,1.89,counter,dine_in,afternoon,Fri,0,returning,0,cloudy,medium,3,3.5
TXN_00074,74,CUST_00701,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,evening,Mon,0,new,0,cloudy,medium,1,6.9
TXN_00075,75,CUST_00340,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,afternoon,Thu,0,loyalty_member,1,sunny,medium,3,5.9
TXN_00076,76,CUST_00611,discount_5,0.05,1,1,4.92,4.68,2.37,2.31,counter,dine_in,afternoon,Fri,0,returning,0,cloudy,medium,4,7.5
TXN_00077,77,CUST_00776,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,evening,Fri,0,loyalty_member,1,sunny,short,0,1.8
TXN_00078,78,CUST_01129,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,evening,Fri,0,returning,0,cloudy,long,2,12.0
TXN_00079,79,CUST_01486,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,dine_in,afternoon,Thu,0,new,0,cloudy,medium,3,6.8
TXN_00080,80,CUST_00003,discount_15,0.15,1,2,9.31,7.91,5.39,2.52,kiosk,dine_in,evening,Fri,0,loyalty_member,1,sunny,short,6,1.7
TXN_00081,81,CUST_00455,bundle,0.12,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,evening,Thu,0,new,0,rainy,medium,0,2.9
TXN_00082,82,CUST_00266,no_discount,0.0,1,1,7.48,7.48,4.29,3.19,app,mobile_pickup,morning,Mon,0,new,0,sunny,short,1,2.7
TXN_00083,83,CUST_01545,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,afternoon,Thu,0,returning,0,cloudy,long,2,6.0
TXN_00084,84,CUST_00929,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,dine_in,afternoon,Thu,0,returning,0,rainy,long,3,12.1
TXN_00085,85,CUST_01541,discount_5,0.05,1,2,10.26,9.75,5.8,3.95,app,mobile_pickup,afternoon,Thu,0,loyalty_member,1,rainy,medium,2,1.3
TXN_00086,86,CUST_00624,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,app,takeout,evening,Mon,0,returning,0,cloudy,medium,1,2.7
TXN_00087,87,CUST_00065,bundle,0.12,0,0,0.0,0.0,0.0,0.0,counter,mobile_pickup,morning,Sun,1,returning,0,cloudy,medium,3,4.1
TXN_00088,88,CUST_02643,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,takeout,evening,Sat,0,returning,0,cloudy,medium,0,4.1
TXN_00089,89,CUST_00308,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,evening,Mon,0,returning,0,sunny,short,3,8.0
TXN_00090,90,CUST_00360,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,afternoon,Sun,0,returning,0,cloudy,short,4,4.4
TXN_00091,91,CUST_00411,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,app,takeout,afternoon,Sat,0,returning,0,sunny,medium,3,4.5
TXN_00092,92,CUST_02752,discount_15,0.15,1,1,7.35,6.25,3.8,2.45,app,mobile_pickup,afternoon,Fri,0,returning,0,rainy,medium,1,3.5
TXN_00093,93,CUST_01724,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,takeout,morning,Sun,0,returning,0,sunny,short,0,5.8
TXN_00094,94,CUST_01706,no_discount,0.0,1,1,7.5,7.5,3.59,3.91,app,dine_in,morning,Fri,0,loyalty_member,1,cloudy,short,5,3.6
TXN_00095,95,CUST_02766,discount_10,0.1,1,2,10.49,9.44,5.73,3.71,kiosk,takeout,afternoon,Mon,0,loyalty_member,1,rainy,short,2,4.8
TXN_00096,96,CUST_00251,discount_10,0.1,1,3,14.21,12.79,7.65,5.14,kiosk,mobile_pickup,morning,Mon,0,returning,0,sunny,short,1,4.1
TXN_00097,97,CUST_02730,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,afternoon,Mon,0,loyalty_member,1,cloudy,medium,3,3.2
TXN_00098,98,CUST_00577,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,evening,Wed,0,loyalty_member,1,cloudy,medium,3,4.1
TXN_00099,99,CUST_01739,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,morning,Tue,0,returning,0,sunny,short,4,5.6
TXN_00100,100,CUST_01178,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Mon,0,returning,0,cloudy,long,2,2.8
TXN_00101,101,CUST_01084,discount_15,0.15,1,1,4.96,4.22,2.43,1.79,app,mobile_pickup,morning,Thu,0,loyalty_member,1,sunny,short,2,2.2
TXN_00102,102,CUST_02617,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,dine_in,afternoon,Tue,0,new,0,cloudy,medium,1,3.8
TXN_00103,103,CUST_00419,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,morning,Tue,0,new,0,sunny,medium,0,3.5
TXN_00104,104,CUST_02794,no_discount,0.0,1,1,4.25,4.25,2.3,1.95,app,takeout,morning,Fri,0,loyalty_member,1,sunny,medium,3,2.2
TXN_00105,105,CUST_01072,discount_15,0.15,1,1,7.42,6.31,3.86,2.45,kiosk,dine_in,evening,Thu,0,returning,0,sunny,short,0,7.5
TXN_00106,106,CUST_01815,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,takeout,afternoon,Thu,0,loyalty_member,1,cloudy,short,1,5.1
TXN_00107,107,CUST_02711,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,morning,Wed,0,loyalty_member,1,cloudy,short,1,4.2
TXN_00108,108,CUST_00167,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,mobile_pickup,morning,Fri,0,loyalty_member,1,sunny,short,1,6.0
TXN_00109,109,CUST_02595,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,app,takeout,evening,Mon,0,new,0,sunny,short,4,6.3
TXN_00110,110,CUST_01593,no_discount,0.0,1,1,5.59,5.59,3.12,2.47,app,mobile_pickup,afternoon,Wed,0,loyalty_member,1,rainy,short,4,1.5
TXN_00111,111,CUST_01969,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,counter,takeout,evening,Wed,0,returning,0,cloudy,medium,3,4.1
TXN_00112,112,CUST_00419,discount_10,0.1,1,2,11.1,9.99,5.58,4.41,counter,takeout,afternoon,Sat,0,new,0,cloudy,medium,1,6.2
TXN_00113,113,CUST_01496,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,afternoon,Tue,0,returning,0,sunny,short,2,6.2
TXN_00114,114,CUST_01879,discount_10,0.1,1,1,4.22,3.79,2.22,1.57,counter,takeout,afternoon,Sun,0,returning,0,sunny,medium,7,6.6
TXN_00115,115,CUST_01285,discount_15,0.15,1,2,9.98,8.48,5.46,3.02,app,mobile_pickup,evening,Mon,1,loyalty_member,1,sunny,long,12,3.0
TXN_00116,116,CUST_00433,bundle,0.12,0,0,0.0,0.0,0.0,0.0,counter,dine_in,evening,Wed,0,returning,0,cloudy,medium,3,16.4
TXN_00117,117,CUST_00686,no_discount,0.0,1,1,4.36,4.36,2.08,2.28,counter,takeout,morning,Thu,0,returning,0,cloudy,short,0,6.9
TXN_00118,118,CUST_02401,discount_15,0.15,1,1,6.32,5.37,3.53,1.84,counter,takeout,afternoon,Wed,1,returning,0,rainy,short,0,6.7
TXN_00119,119,CUST_00100,bundle,0.12,1,3,16.8,10.39,6.15,4.24,counter,dine_in,morning,Sat,0,loyalty_member,1,sunny,short,4,2.1
TXN_00120,120,CUST_01982,discount_5,0.05,1,1,5.15,4.89,2.92,1.97,counter,takeout,evening,Fri,0,returning,0,cloudy,medium,0,3.0
TXN_00121,121,CUST_02800,no_discount,0.0,1,2,12.45,12.45,6.96,5.49,kiosk,takeout,afternoon,Fri,0,loyalty_member,1,sunny,short,4,1.3
TXN_00122,122,CUST_00019,discount_5,0.05,1,1,6.56,6.23,3.43,2.8,kiosk,mobile_pickup,morning,Sat,0,loyalty_member,1,sunny,short,6,2.2
TXN_00123,123,CUST_00452,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,counter,dine_in,afternoon,Mon,1,loyalty_member,1,sunny,medium,6,7.7
TXN_00124,124,CUST_01881,discount_15,0.15,1,2,9.79,8.32,5.1,3.22,counter,mobile_pickup,afternoon,Wed,0,returning,0,cloudy,short,2,2.6
TXN_00125,125,CUST_00173,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,counter,takeout,evening,Wed,0,new,0,sunny,medium,0,5.6
TXN_00126,126,CUST_01653,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,counter,takeout,afternoon,Fri,0,new,0,rainy,short,0,3.3
TXN_00127,127,CUST_01913,discount_15,0.15,1,1,4.93,4.19,2.62,1.57,kiosk,dine_in,morning,Sat,0,loyalty_member,1,sunny,long,2,5.1
TXN_00128,128,CUST_01649,discount_15,0.15,1,2,11.12,9.45,5.93,3.52,app,mobile_pickup,afternoon,Wed,0,loyalty_member,1,rainy,long,6,2.1
TXN_00129,129,CUST_01029,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,morning,Mon,0,returning,0,cloudy,medium,1,5.4
TXN_00130,130,CUST_01951,no_discount,0.0,1,3,20.85,20.85,12.05,8.8,app,takeout,afternoon,Fri,0,loyalty_member,1,rainy,short,4,1.2
TXN_00131,131,CUST_01665,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,app,dine_in,afternoon,Sat,0,loyalty_member,1,cloudy,medium,2,1.9
TXN_00132,132,CUST_00586,bundle,0.12,0,0,0.0,0.0,0.0,0.0,counter,dine_in,evening,Tue,0,returning,0,cloudy,short,3,2.4
TXN_00133,133,CUST_01579,no_discount,0.0,1,1,6.1,6.1,3.37,2.73,app,mobile_pickup,afternoon,Tue,0,loyalty_member,1,sunny,short,3,1.1
TXN_00134,134,CUST_02479,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,dine_in,morning,Mon,0,returning,0,sunny,medium,1,4.5
TXN_00135,135,CUST_01864,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,evening,Mon,0,returning,0,cloudy,short,3,3.3
TXN_00136,136,CUST_01329,discount_10,0.1,1,2,11.97,10.78,6.11,4.67,counter,dine_in,evening,Tue,0,new,0,sunny,short,3,2.3
TXN_00137,137,CUST_00911,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,takeout,afternoon,Fri,0,loyalty_member,1,cloudy,short,3,3.3
TXN_00138,138,CUST_00244,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,afternoon,Tue,0,returning,0,sunny,medium,4,1.5
TXN_00139,139,CUST_00688,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Sat,0,loyalty_member,1,cloudy,long,4,2.3
TXN_00140,140,CUST_00026,discount_5,0.05,1,3,12.82,12.17,6.73,5.44,kiosk,dine_in,afternoon,Wed,1,new,0,cloudy,medium,0,3.7
TXN_00141,141,CUST_02766,bundle,0.12,1,3,13.57,10.29,6.76,3.53,app,takeout,morning,Fri,0,loyalty_member,1,cloudy,medium,7,1.7
TXN_00142,142,CUST_00625,discount_10,0.1,1,1,6.47,5.82,2.86,2.96,app,dine_in,afternoon,Tue,0,loyalty_member,1,sunny,short,4,1.3
TXN_00143,143,CUST_02282,bundle,0.12,0,0,0.0,0.0,0.0,0.0,counter,dine_in,morning,Mon,1,new,0,cloudy,short,2,3.2
TXN_00144,144,CUST_00475,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,takeout,evening,Tue,0,new,0,rainy,long,2,8.5
TXN_00145,145,CUST_00802,no_discount,0.0,1,1,5.12,5.12,2.81,2.31,kiosk,dine_in,evening,Fri,0,returning,0,sunny,short,1,1.7
TXN_00146,146,CUST_01174,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,mobile_pickup,morning,Fri,0,loyalty_member,1,sunny,short,8,2.6
TXN_00147,147,CUST_00915,discount_5,0.05,1,1,7.33,6.96,3.59,3.37,app,mobile_pickup,afternoon,Fri,0,loyalty_member,1,cloudy,long,6,1.9
TXN_00148,148,CUST_02236,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,counter,takeout,morning,Wed,1,loyalty_member,1,sunny,short,5,7.7
TXN_00149,149,CUST_02685,bundle,0.12,0,0,0.0,0.0,0.0,0.0,counter,dine_in,morning,Thu,0,new,0,cloudy,short,2,11.9
TXN_00150,150,CUST_02458,discount_5,0.05,1,1,6.99,6.64,3.96,2.68,counter,dine_in,morning,Sun,0,new,0,cloudy,short,1,7.1
TXN_00151,151,CUST_00431,no_discount,0.0,1,1,5.64,5.64,2.83,2.81,counter,takeout,afternoon,Mon,0,loyalty_member,1,cloudy,long,5,3.7
TXN_00152,152,CUST_02177,no_discount,0.0,1,2,9.39,9.39,5.05,4.34,app,mobile_pickup,evening,Mon,0,returning,0,rainy,medium,4,3.3
TXN_00153,153,CUST_00415,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,takeout,morning,Thu,0,new,0,sunny,long,0,5.9
TXN_00154,154,CUST_02569,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,app,takeout,evening,Sat,0,returning,0,sunny,short,3,2.4
TXN_00155,155,CUST_01452,discount_10,0.1,1,1,6.56,5.91,3.55,2.36,app,mobile_pickup,afternoon,Sat,0,returning,0,rainy,medium,6,3.9
TXN_00156,156,CUST_00949,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,takeout,morning,Fri,0,loyalty_member,1,rainy,short,4,1.8
TXN_00157,157,CUST_00440,bundle,0.12,0,0,0.0,0.0,0.0,0.0,app,takeout,afternoon,Tue,0,returning,0,cloudy,short,2,4.7
TXN_00158,158,CUST_00028,no_discount,0.0,1,2,9.26,9.26,5.1,4.16,counter,dine_in,afternoon,Fri,0,new,0,cloudy,long,0,7.3
TXN_00159,159,CUST_00695,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,afternoon,Tue,0,loyalty_member,1,cloudy,medium,6,2.3
TXN_00160,160,CUST_02570,discount_15,0.15,1,1,5.25,4.46,2.57,1.89,kiosk,takeout,afternoon,Mon,0,loyalty_member,1,cloudy,long,6,2.8
TXN_00161,161,CUST_02234,bundle,0.12,1,2,10.12,8.5,4.87,3.63,kiosk,dine_in,morning,Mon,0,loyalty_member,1,cloudy,short,4,2.4
TXN_00162,162,CUST_02718,bundle,0.12,1,3,18.39,10.0,6.16,3.84,kiosk,dine_in,afternoon,Sun,1,loyalty_member,1,cloudy,short,0,5.9
TXN_00163,163,CUST_00291,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,takeout,afternoon,Fri,0,loyalty_member,1,cloudy,long,7,3.9
TXN_00164,164,CUST_01659,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,evening,Mon,0,returning,0,cloudy,medium,4,1.6
TXN_00165,165,CUST_00720,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Wed,0,loyalty_member,1,sunny,medium,5,3.4
